delta_percentile,rating_level,game_type,Apertura,Conteggio
0-25,expert,blitz,St. George Defense: Polish Variation,2
0-25,expert,blitz,St. George Defense: Zilbermints Gambit,1
0-25,expert,blitz,Tarrasch Defense,10
0-25,expert,blitz,"Tarrasch Defense: Classical Variation, Advance Variation",3
0-25,expert,blitz,"Tarrasch Defense: Classical Variation, Carlsbad Variation",2
0-25,expert,blitz,Tarrasch Defense: Dubov Tarrasch,9
0-25,expert,blitz,Tarrasch Defense: Prague Variation,2
0-25,expert,blitz,"Tarrasch Defense: Prague Variation, Main Line",1
0-25,expert,blitz,Tarrasch Defense: Rubinstein System,1
0-25,expert,blitz,Tarrasch Defense: Schara Gambit,14
0-25,expert,blitz,Tarrasch Defense: Swedish Variation,1
0-25,expert,blitz,Tarrasch Defense: Symmetrical Variation,6
0-25,expert,blitz,Tarrasch Defense: Two Knights Variation,13
0-25,expert,blitz,Three Knights Opening,163
0-25,expert,blitz,Three Knights Opening: Steinitz Defense,10
0-25,expert,blitz,Three Knights Opening: Winawer Defense,6
0-25,expert,blitz,Torre Attack: Classical Defense,50
0-25,expert,blitz,"Torre Attack: Classical Defense, Nimzowitsch Variation",3
0-25,expert,blitz,Torre Attack: Fianchetto Defense,14
0-25,expert,blitz,Trompowsky Attack,182
0-25,expert,blitz,Trompowsky Attack: Borg Variation,18
0-25,expert,blitz,Trompowsky Attack: Classical Defense,23
0-25,expert,blitz,"Trompowsky Attack: Classical Defense, Big Center Variation",20
0-25,expert,blitz,Trompowsky Attack: Edge Variation,26
0-25,expert,blitz,Trompowsky Attack: Poisoned Pawn Variation,1
0-25,expert,blitz,Trompowsky Attack: Raptor Variation,24
0-25,expert,blitz,Valencia Opening,8
0-25,expert,blitz,Van Geet Opening,173
0-25,expert,blitz,Van Geet Opening: Battambang Variation,1
0-25,expert,blitz,Van Geet Opening: Berlin Gambit,1
0-25,expert,blitz,Van Geet Opening: Damhaug Gambit,1
0-25,expert,blitz,Van Geet Opening: Dunst-Perrenet Gambit,1
0-25,expert,blitz,Van Geet Opening: Grünfeld Defense,7
0-25,expert,blitz,"Van Geet Opening: Grünfeld Defense, Steiner Gambit",1
0-25,expert,blitz,Van Geet Opening: Myers Attack,9
0-25,expert,blitz,Van Geet Opening: Napoleon Attack,3
0-25,expert,blitz,Van Geet Opening: Novosibirsk Variation,5
0-25,expert,blitz,Van Geet Opening: Reversed Nimzowitsch,6
0-25,expert,blitz,Van Geet Opening: Sicilian Two Knights,1
0-25,expert,blitz,Van Geet Opening: Venezolana Variation,1
0-25,expert,blitz,Van't Kruijs Opening,149
0-25,expert,blitz,"Vienna Gambit, with Max Lange Defense",46
0-25,expert,blitz,"Vienna Gambit, with Max Lange Defense: Hamppe-Muzio Gambit",1
0-25,expert,blitz,"Vienna Gambit, with Max Lange Defense: Knight Variation",8
0-25,expert,blitz,"Vienna Gambit, with Max Lange Defense: Pierce Gambit",1
0-25,expert,blitz,"Vienna Gambit, with Max Lange Defense: Steinitz Gambit",1
0-25,expert,blitz,Vienna Game,22
0-25,expert,blitz,Vienna Game: Anderssen Defense,8
0-25,expert,blitz,Vienna Game: Falkbeer Variation,5
0-25,expert,blitz,Vienna Game: Frankenstein-Dracula Variation,12
0-25,expert,blitz,Vienna Game: Max Lange Defense,51
0-25,expert,blitz,Vienna Game: Mengarini Variation,1
0-25,expert,blitz,Vienna Game: Mieses Variation,3
0-25,expert,blitz,Vienna Game: Omaha Gambit,4
0-25,expert,blitz,Vienna Game: Paulsen Variation,17
0-25,expert,blitz,Vienna Game: Stanley Variation,3
0-25,expert,blitz,"Vienna Game: Stanley Variation, Meitner-Mieses Gambit",3
0-25,expert,blitz,"Vienna Game: Stanley Variation, Reversed Spanish",4
0-25,expert,blitz,"Vienna Game: Stanley Variation, Three Knights Variation",3
0-25,expert,blitz,Vienna Game: Vienna Gambit,14
0-25,expert,blitz,"Vienna Game: Vienna Gambit, Bardeleben Variation",3
0-25,expert,blitz,"Vienna Game: Vienna Gambit, Main Line",16
0-25,expert,blitz,"Vienna Game: Vienna Gambit, Paulsen Attack",8
0-25,expert,blitz,"Vienna Game: Vienna Gambit, Steinitz Variation",1
0-25,expert,blitz,Vulture Defense,1
0-25,expert,blitz,Wade Defense,20
0-25,expert,blitz,Ware Defense,14
0-25,expert,blitz,Ware Opening,9
0-25,expert,blitz,Ware Opening: Crab Variation,2
0-25,expert,blitz,Ware Opening: Meadow Hay Trap,7
0-25,expert,blitz,Yusupov-Rubinstein System,34
0-25,expert,blitz,Zukertort Opening,94
0-25,expert,blitz,Zukertort Opening: Arctic Defense,2
0-25,expert,blitz,Zukertort Opening: Black Mustang Defense,30
0-25,expert,blitz,Zukertort Opening: Dutch Variation,12
0-25,expert,blitz,Zukertort Opening: Kingside Fianchetto,53
0-25,expert,blitz,Zukertort Opening: Lemberger Gambit,5
0-25,expert,blitz,Zukertort Opening: Lisitsyn Gambit,3
0-25,expert,blitz,Zukertort Opening: Lisitsyn Gambit Deferred,1
0-25,expert,blitz,Zukertort Opening: Nimzo-Larsen Variation,22
0-25,expert,blitz,Zukertort Opening: Old Indian Attack,8
0-25,expert,blitz,Zukertort Opening: Pirc Invitation,88
0-25,expert,blitz,Zukertort Opening: Polish Defense,1
0-25,expert,blitz,Zukertort Opening: Queen's Gambit Invitation,124
0-25,expert,blitz,Zukertort Opening: Queenside Fianchetto Variation,41
0-25,expert,blitz,Zukertort Opening: Quiet System,19
0-25,expert,blitz,Zukertort Opening: Reversed Grünfeld,33
0-25,expert,blitz,Zukertort Opening: Reversed Mexican Defense,6
0-25,expert,blitz,Zukertort Opening: Ross Gambit,14
0-25,expert,blitz,Zukertort Opening: Sicilian Invitation,122
0-25,expert,blitz,Zukertort Opening: Slav Invitation,172
0-25,expert,blitz,Zukertort Opening: Speelsmet Gambit,1
0-25,expert,blitz,Zukertort Opening: Tennison Gambit,18
0-25,expert,blitz,"Zukertort Opening: Tennison Gambit, Brigg's Trap",1
0-25,expert,blitz,Zukertort Opening: Vos Gambit,5
0-25,expert,bullet,Alekhine Defense,3
0-25,expert,bullet,Alekhine Defense: Exchange Variation,7
0-25,expert,bullet,"Alekhine Defense: Exchange Variation, Voronezh Variation",8
0-25,expert,bullet,Alekhine Defense: Four Pawns Attack,1
0-25,expert,bullet,"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",4
0-25,expert,bullet,"Alekhine Defense: Four Pawns Attack, Tartakower Variation",1
0-25,expert,bullet,Alekhine Defense: Maróczy Variation,5
0-25,expert,bullet,Alekhine Defense: Modern Variation,1
0-25,expert,bullet,"Alekhine Defense: Modern Variation, Larsen-Haakert Variation",1
0-25,expert,bullet,"Alekhine Defense: Modern Variation, Schmid Variation",3
0-25,expert,bullet,Alekhine Defense: Mokele Mbembe,2
0-25,expert,bullet,Alekhine Defense: Normal Variation,1
0-25,expert,bullet,Alekhine Defense: O'Sullivan Gambit,1
0-25,expert,bullet,Alekhine Defense: Scandinavian Variation,8
0-25,expert,bullet,Alekhine Defense: Sämisch Attack,1
0-25,expert,bullet,Alekhine Defense: Two Pawns Attack,2
0-25,expert,bullet,Anderssen's Opening,2
0-25,expert,bullet,Barnes Opening,5
0-25,expert,bullet,Barnes Opening: Hammerschlag,1
0-25,expert,bullet,Benko Gambit,3
0-25,expert,bullet,Benko Gambit Accepted,1
0-25,expert,bullet,Benko Gambit Accepted: Fully Accepted Variation,1
0-25,expert,bullet,Benko Gambit Accepted: King Walk Variation,1
0-25,expert,bullet,Benko Gambit Accepted: Modern Variation,3
0-25,expert,bullet,Benko Gambit Declined: Main Line,2
0-25,expert,bullet,Benko Gambit: Zaitsev System,3
0-25,expert,bullet,Benoni Defense,9
0-25,expert,bullet,Benoni Defense: Benoni Gambit Accepted,2
0-25,expert,bullet,Benoni Defense: Benoni-Indian Defense,1
0-25,expert,bullet,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",5
0-25,expert,bullet,Benoni Defense: Classical Variation,4
0-25,expert,bullet,"Benoni Defense: Classical Variation, Averbakh-Grivas Attack",1
0-25,expert,bullet,"Benoni Defense: Classical Variation, Main Line",1
0-25,expert,bullet,"Benoni Defense: Classical Variation, New York Variation",4
0-25,expert,bullet,Benoni Defense: Fianchetto Variation,1
0-25,expert,bullet,"Benoni Defense: Fianchetto Variation, Hastings Defense, Main Line",1
0-25,expert,bullet,Benoni Defense: French Benoni,9
0-25,expert,bullet,Benoni Defense: Hromádka System,1
0-25,expert,bullet,Benoni Defense: King's Indian System,1
0-25,expert,bullet,Benoni Defense: King's Pawn Line,4
0-25,expert,bullet,Benoni Defense: Knight's Tour Variation,1
0-25,expert,bullet,Benoni Defense: Mikenas Variation,2
0-25,expert,bullet,Benoni Defense: Modern Variation,4
0-25,expert,bullet,Benoni Defense: Old Benoni,31
0-25,expert,bullet,"Benoni Defense: Old Benoni, Schmid Variation",1
0-25,expert,bullet,Benoni Defense: Semi-Benoni,1
0-25,expert,bullet,Benoni Defense: Taimanov Variation,2
0-25,expert,bullet,Bird Opening,72
0-25,expert,bullet,Bird Opening: Dutch Variation,33
0-25,expert,bullet,Bird Opening: From's Gambit,20
0-25,expert,bullet,"Bird Opening: From's Gambit, Lasker Variation",1
0-25,expert,bullet,Bird Opening: Hobbs Gambit,1
0-25,expert,bullet,Bird Opening: Lasker Gambit,1
0-25,expert,bullet,Bird Opening: Lasker Variation,3
0-25,expert,bullet,Bird Opening: Schlechter Gambit,5
0-25,expert,bullet,Bishop's Opening,4
0-25,expert,bullet,Bishop's Opening: Urusov Gambit,1
0-25,expert,bullet,"Bishop's Opening: Urusov Gambit, Keidansky Gambit",1
0-25,expert,bullet,Bishop's Opening: Vienna Hybrid,1
0-25,expert,bullet,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",1
0-25,expert,bullet,Blackmar-Diemer Gambit,1
0-25,expert,bullet,"Blackmar-Diemer Gambit Accepted: Teichmann Defense, Classical Variation",1
0-25,expert,bullet,Blackmar-Diemer Gambit Accepted: Ziegler Defense,2
0-25,expert,bullet,Blackmar-Diemer Gambit Declined: Lamb Defense,1
0-25,expert,bullet,Blackmar-Diemer Gambit Declined: O'Kelly Defense,1
0-25,expert,bullet,"Blackmar-Diemer Gambit: Zeller Defense, Soller Attack",1
0-25,expert,bullet,Bogo-Indian Defense: Grünfeld Variation,1
0-25,expert,bullet,Bogo-Indian Defense: Vitolins Variation,1
0-25,expert,bullet,Canard Opening,1
0-25,expert,bullet,Caro-Kann Defense,36
0-25,expert,bullet,Caro-Kann Defense: Accelerated Panov Attack,2
0-25,expert,bullet,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",2
0-25,expert,bullet,Caro-Kann Defense: Advance Variation,6
0-25,expert,bullet,"Caro-Kann Defense: Advance Variation, Bayonet Attack",3
0-25,expert,bullet,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",14
0-25,expert,bullet,"Caro-Kann Defense: Advance Variation, Short Variation",17
0-25,expert,bullet,"Caro-Kann Defense: Advance Variation, Tal Variation",7
0-25,expert,bullet,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",2
0-25,expert,bullet,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack, Dreyev Defense",1
0-25,expert,bullet,Caro-Kann Defense: Breyer Variation,4
0-25,expert,bullet,Caro-Kann Defense: Bronstein-Larsen Variation,2
0-25,expert,bullet,Caro-Kann Defense: Campomanes Attack,4
0-25,expert,bullet,Caro-Kann Defense: Classical Variation,5
0-25,expert,bullet,"Caro-Kann Defense: Classical Variation, Lobron System",1
0-25,expert,bullet,"Caro-Kann Defense: Classical Variation, Main Line",7
0-25,expert,bullet,"Caro-Kann Defense: Classical Variation, Maróczy Attack",3
0-25,expert,bullet,Caro-Kann Defense: Endgame Offer,2
0-25,expert,bullet,Caro-Kann Defense: Endgame Variation,1
0-25,expert,bullet,Caro-Kann Defense: Euwe Attack,2
0-25,expert,bullet,Caro-Kann Defense: Exchange Variation,21
0-25,expert,bullet,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",3
0-25,expert,bullet,Caro-Kann Defense: Goldman Variation,2
0-25,expert,bullet,Caro-Kann Defense: Gurgenidze System,1
0-25,expert,bullet,Caro-Kann Defense: Hillbilly Attack,1
0-25,expert,bullet,Caro-Kann Defense: Karpov Variation,3
0-25,expert,bullet,"Caro-Kann Defense: Karpov Variation, Modern Variation",3
0-25,expert,bullet,"Caro-Kann Defense: Karpov Variation, Modern Variation, Kasparov Attack",1
0-25,expert,bullet,Caro-Kann Defense: Main Line,9
0-25,expert,bullet,Caro-Kann Defense: Maróczy Variation,2
0-25,expert,bullet,Caro-Kann Defense: Modern Variation,1
0-25,expert,bullet,Caro-Kann Defense: Panov Attack,7
0-25,expert,bullet,"Caro-Kann Defense: Panov Attack, Main Line",2
0-25,expert,bullet,"Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line",1
0-25,expert,bullet,Caro-Kann Defense: Tartakower Variation,25
0-25,expert,bullet,Caro-Kann Defense: Two Knights Attack,19
0-25,expert,bullet,Caro-Kann Defense: von Hennig Gambit,1
0-25,expert,bullet,Carr Defense,1
0-25,expert,bullet,Catalan Opening,2
0-25,expert,bullet,Catalan Opening: Closed,2
0-25,expert,bullet,"Catalan Opening: Closed, Main Line",1
0-25,expert,bullet,"Catalan Opening: Open Defense, Classical Line",3
0-25,expert,bullet,Center Game,1
0-25,expert,bullet,Center Game: Paulsen Attack Variation,1
0-25,expert,bullet,Czech Defense,5
0-25,expert,bullet,Danish Gambit,1
0-25,expert,bullet,Danish Gambit Accepted,1
0-25,expert,bullet,Danish Gambit Declined: Sörensen Defense,1
0-25,expert,bullet,Duras Gambit,2
0-25,expert,bullet,Dutch Defense,10
0-25,expert,bullet,Dutch Defense: Bellon Gambit,1
0-25,expert,bullet,Dutch Defense: Classical Variation,9
0-25,expert,bullet,Dutch Defense: Fianchetto Attack,1
0-25,expert,bullet,Dutch Defense: Hopton Attack,1
0-25,expert,bullet,"Dutch Defense: Leningrad Variation, Matulovic Variation",2
0-25,expert,bullet,"Dutch Defense: Leningrad Variation, Warsaw Variation",2
0-25,expert,bullet,Dutch Defense: Nimzo-Dutch Variation,1
0-25,expert,bullet,Dutch Defense: Rubinstein Variation,10
0-25,expert,bullet,Dutch Defense: Semi-Leningrad Variation,1
0-25,expert,bullet,East Indian Defense,18
0-25,expert,bullet,Elephant Gambit,7
0-25,expert,bullet,Elephant Gambit: Paulsen Countergambit,2
0-25,expert,bullet,English Defense,8
0-25,expert,bullet,English Opening,20
0-25,expert,bullet,English Opening: Agincourt Defense,32
0-25,expert,bullet,"English Opening: Agincourt Defense, Catalan Defense Accepted",1
0-25,expert,bullet,"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",1
0-25,expert,bullet,"English Opening: Agincourt Defense, Neo-Catalan Declined",1
0-25,expert,bullet,"English Opening: Agincourt Defense, Wimpy System",1
0-25,expert,bullet,English Opening: Anglo-Dutch Defense,3
0-25,expert,bullet,English Opening: Anglo-Grünfeld Defense,3
0-25,expert,bullet,English Opening: Anglo-Indian Defense,3
0-25,expert,bullet,"English Opening: Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit",1
0-25,expert,bullet,"English Opening: Anglo-Indian Defense, Hedgehog System",8
0-25,expert,bullet,"English Opening: Anglo-Indian Defense, King's Indian Formation",1
0-25,expert,bullet,"English Opening: Anglo-Indian Defense, King's Knight Variation",2
0-25,expert,bullet,"English Opening: Anglo-Indian Defense, Queen's Indian Formation",1
0-25,expert,bullet,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",12
0-25,expert,bullet,"English Opening: Anglo-Indian Defense, Scandinavian Defense",1
0-25,expert,bullet,"English Opening: Anglo-Indian Defense, Slav Formation",1
0-25,expert,bullet,English Opening: Anglo-Scandinavian Defense,20
0-25,expert,bullet,English Opening: Carls-Bremen System,3
0-25,expert,bullet,English Opening: Caro-Kann Defensive System,12
0-25,expert,bullet,English Opening: Great Snake Variation,14
0-25,expert,bullet,English Opening: Jaenisch Gambit,1
0-25,expert,bullet,English Opening: King's English Variation,7
0-25,expert,bullet,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",1
0-25,expert,bullet,"English Opening: King's English Variation, Four Knights Variation, Flexible Line",1
0-25,expert,bullet,"English Opening: King's English Variation, Four Knights Variation, Quiet Line",1
0-25,expert,bullet,"English Opening: King's English Variation, Nimzowitsch-Flohr Variation",1
0-25,expert,bullet,"English Opening: King's English Variation, Reversed Closed Sicilian",12
0-25,expert,bullet,"English Opening: King's English Variation, Reversed Sicilian",11
0-25,expert,bullet,"English Opening: King's English Variation, Taimanov Variation",1
0-25,expert,bullet,"English Opening: King's English Variation, Two Knights Variation, Keres Variation",1
0-25,expert,bullet,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",2
0-25,expert,bullet,"English Opening: King's English Variation, Two Knights Variation, Smyslov System",1
0-25,expert,bullet,English Opening: Mikenas-Carls Variation,1
0-25,expert,bullet,English Opening: Symmetrical Variation,7
0-25,expert,bullet,"English Opening: Symmetrical Variation, Anti-Benoni Variation",10
0-25,expert,bullet,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",2
0-25,expert,bullet,"English Opening: Symmetrical Variation, Botvinnik System",1
0-25,expert,bullet,"English Opening: Symmetrical Variation, Botvinnik System Reversed, with e3",2
0-25,expert,bullet,"English Opening: Symmetrical Variation, Fianchetto Variation",1
0-25,expert,bullet,"English Opening: Symmetrical Variation, Mecking Variation",2
0-25,expert,bullet,"English Opening: Symmetrical Variation, Normal Variation",5
0-25,expert,bullet,"English Opening: Symmetrical Variation, Rubinstein Variation",1
0-25,expert,bullet,"English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation",4
0-25,expert,bullet,"English Opening: Symmetrical Variation, Ultra-Symmetrical Variation",5
0-25,expert,bullet,English Opening: The Whale,2
0-25,expert,bullet,Englund Gambit,4
0-25,expert,bullet,Englund Gambit Declined: Reversed Alekhine,2
0-25,expert,bullet,Englund Gambit Declined: Reversed French,1
0-25,expert,bullet,Englund Gambit Declined: Reversed Krebs,2
0-25,expert,bullet,Englund Gambit: Hartlaub-Charlick Gambit,1
0-25,expert,bullet,Englund Gambit: Main Line,2
0-25,expert,bullet,Four Knights Game,2
0-25,expert,bullet,Four Knights Game: Glek System,4
0-25,expert,bullet,Four Knights Game: Halloween Gambit,1
0-25,expert,bullet,Four Knights Game: Italian Variation,1
0-25,expert,bullet,Four Knights Game: Scotch Variation Accepted,1
0-25,expert,bullet,"Four Knights Game: Scotch Variation, Belgrade Gambit",1
0-25,expert,bullet,"Four Knights Game: Spanish Variation, Classical Variation",1
0-25,expert,bullet,French Defense,17
0-25,expert,bullet,French Defense: Advance Variation,6
0-25,expert,bullet,"French Defense: Advance Variation, Euwe Variation",9
0-25,expert,bullet,"French Defense: Advance Variation, Main Line",4
0-25,expert,bullet,"French Defense: Advance Variation, Milner-Barry Gambit",1
0-25,expert,bullet,"French Defense: Advance Variation, Milner-Barry Gambit, Hector Variation",1
0-25,expert,bullet,"French Defense: Advance Variation, Milner-Barry Gambit, Main Line",2
0-25,expert,bullet,"French Defense: Advance Variation, Nimzowitsch Attack",1
0-25,expert,bullet,"French Defense: Advance Variation, Nimzowitsch System",4
0-25,expert,bullet,"French Defense: Advance Variation, Paulsen Attack",12
0-25,expert,bullet,French Defense: Alapin Gambit,1
0-25,expert,bullet,French Defense: Carlson Gambit,1
0-25,expert,bullet,French Defense: Chigorin Variation,6
0-25,expert,bullet,"French Defense: Classical Variation, Alapin Variation",1
